Id
27054162
27007353
25595492
29460485
33399988
26616962
26866479
27865238
31044380
31104540
30286443
36407520
34903605
35381163
41640621
31842622
38071714
48906817
44579396
37749087
40900818
29761872
29644916
37897058
51541318
31468806
29148547
33033834
49113488
49226015
36920620
40208887
35914674
35589008
39721025
44394119
51566509
35286730
43032883
36176403
50663047
50627087
42046797
42061684
42691892
42778151
38297333
38352227
38397672
49579074
51224374
49349235
49353369
46725906
46717204
46782161
46786169
38647186
45085790
44936115
49013500
48956086
36719045
36775802
36694873
44535853
44585239
37715757
48190148
48374452
37445823
37403682
46434569
50400384
50427036
50401105
43979597
43892712
34376576
47348422
52105225
43306842
48473966
48604664
46092604
46190467
46171136
48699765
46021905
45964527
40467382
40469391
29731394
29610354
41880524
51122354
51120978
42462663
39416301
50128046
50289914
45559979
45533748
51463258
46575898
46522304
45789168
45762128
30496218
33291874
32838312
32831192
49171571
35639882
39721791
39791667
34586306
47860278
33780962
33798965
51593335
41624628
42918707
36265833
50634072
38099204
38172510
49606124
49469599
49252691
44927532
48838101
36812791
36660279
36716838
37699062
48271493
46451544
43910795
50041559
42353292
48743223
48792602
41086281
40447582
41739975
42528718
39435028
47162798
47265946
37801454
50139640
43584079
43661844
47630168
45390260
45275679
40737349
45751211
45673863
45642575
50889657
50759872
30053782
30649582
32996097
33308154
36877722
40296598
38964840
39134238
38966184
39388560
30237292
34973165
50651256
50672490
38178535
40081965
51227737
46803321
38508387
45111662
45007694
48961000
48861926
37615250
37634349
44886715
48209566
48294450
40880443
50455134
34406896
47380189
51976057
43418403
48505946
48731168
41039545
39457873
39561186
47145930
43664192
43633659
45412334
45544777
46581254
50835738
34158847
32534401
32574103
39126827
35913253
32217639
39839881
39672919
34722107
39268365
47837207
49836268
44420585
35348080
50700178
31764926
38070572
38168658
38254720
39967784
49443206
44988481
48824086
48921774
36832219
36642718
36615117
48279479
48271960
48201224
46404449
40932850
50312750
43814764
43384538
42332737
48458627
46069921
46002727
41914911
42562820
42404800
39591223
39540366
50134195
45241581
45167593
45351222
51889526
45688730
29071226
33118913
39015444
41445442
31717615
35465175
47938835
31190685
30288968
30267737
36519652
42981194
38554037
44582199
37739538
46315996
47451190
52031350
43246560
41067341
29787063
41837637
42498492
43609390
47554214
41433856
27865814
31046924
48900551
44085454
35673254
46453981
46311488
40947247
47527983
46244677
41024771
29830038
39485459
45655728
26491425
29888108
34023438
33952306
32470907
30173267
34794630
41655915
44610425
34442192
41161769
45453061
30621628
30908112
38328727
40966759
29636899
26975640
22987482
28930710
31317470
30648096
36083504
43426699
45515650
32741333
30116581
35289988
43612866
49910421
43593778
25974964
49036468
42105805
